name;lat;lon;country;type
Santa Ana;33.7494951;-117.8732213;US;epoch
Savannah;32.0809263;-81.0911768;US;epoch
Seattle;47.6038321;-122.3300624;US;epoch
Shreveport;32.5221828;-93.7651944;US;epoch
South Bend;41.6833813;-86.2500066;US;epoch
Spokane;47.6579425;-117.4212265;US;epoch
Springfield;39.7990175;-89.6439575;US;epoch
Syracuse;43.0481221;-76.1474244;US;epoch
Tacoma;47.2495798;-122.4398746;US;epoch
Tampa;27.9477595;-82.458444;US;epoch
Toledo;41.6786754;-83.5127283;US;epoch
Tucson;32.2218917;-110.9262353;US;epoch
Tulsa;36.1556805;-95.9929113;US;epoch
Virginia Beach;36.7953025;-76.05092512;US;epoch
Washington;38.8948932;-77.0365529;US;epoch
Wichita;37.6922361;-97.3375448;US;epoch
Worcester;42.2625932;-71.8022934;US;epoch
Yonkers;40.9312099;-73.8987469;US;epoch
Youngstown;41.1035786;-80.6520161;US;epoch
Paris;48.83990462;2.322010194;FR;seed
Marseille;43.30069617;5.407161707;FR;seed
Lille;50.633333;3.066667;FR;seed
Lyon;45.75117226;4.860845174;FR;seed
Nice;43.64599973;7.143746234;FR;seed
Bordeaux;44.83713582;-0.595450807;FR;seed
Agen;44.2015624;0.6176324;FR;epoch
Ajaccio;41.9263991;8.7376029;FR;epoch
Albi;43.9277552;2.147899;FR;epoch
Ales;44.1253665;4.0852818;FR;epoch
Amiens;49.8941708;2.2956951;FR;epoch
Angers;47.4739884;-0.5515588;FR;epoch
Angouleme;45.6512748;0.1576745;FR;epoch
Annemasse;46.1934005;6.2341093;FR;epoch
Armentieres;50.6867281;2.882169;FR;epoch
Arras;50.291048;2.7772211;FR;epoch
Avignon;43.9492493;4.8059012;FR;epoch
Bastia;42.7065505;9.452542;FR;epoch
Bayonne;43.4933379;-1.475099;FR;epoch
Beauvais;49.4300997;2.0823355;FR;epoch
Belfort;47.6379599;6.8628942;FR;epoch
Besancon;47.2380222;6.0243622;FR;epoch
Bethune;50.5199;2.64781;FR;epoch
Beziers;43.3426562;3.2131307;FR;epoch
Blois;47.5876861;1.3337639;FR;epoch
Boulogne-sur-Mer;50.7259985;1.6118771;FR;epoch
Bourg-en-Bresse;46.2051192;5.2250324;FR;epoch
Bourges;47.0805693;2.398932;FR;epoch
Bourgoin-Jallieu;45.5872259;5.2828123;FR;epoch
Brest;48.3905283;-4.4860088;FR;epoch
Brive-la-Gaillarde;45.1584982;1.5332389;FR;epoch
Caen;49.1828008;-0.3690815;FR;epoch
Calais;50.9488;1.87468;FR;epoch
Chalons-en-Champagne;48.9566218;4.3628851;FR;epoch
Chalon-sur-Saone;46.7888997;4.8529605;FR;epoch
Chambery;45.5662672;5.9203636;FR;epoch
Charleville-Mezieres;49.7735712;4.7206939;FR;epoch
Chartres;48.4438601;1.4881434;FR;epoch
Cherbourg-Octeville;49.6343606;-1.628568691;FR;epoch
Clermont-Ferrand;45.7774551;3.0819427;FR;epoch
Cluses;46.0603171;6.5804218;FR;epoch
Colmar;48.0777517;7.3579641;FR;epoch
Compiegne;49.4179497;2.8263171;FR;epoch
Creil;49.2607914;2.4733771;FR;epoch
Dijon;47.3215806;5.0414701;FR;epoch
Douai - Lens;50.3861442;2.9800138;FR;epoch
Draguignan;43.5374662;6.4627333;FR;epoch
Dunkerque;51.0347708;2.3772525;FR;epoch
Epinal;48.1747684;6.4503643;FR;epoch
Forbach;49.1862822;6.8958562;FR;epoch
Frejus;43.4330308;6.7360182;FR;epoch
Grenoble;45.1875602;5.7357819;FR;epoch
La Rochelle;46.1591126;-1.1520434;FR;epoch
La Teste-de-Buch - Arcachon;44.6316943;-1.1491319;FR;epoch
Laval;48.0710377;-0.7723499;FR;epoch
Le Havre;49.4938975;0.1079732;FR;epoch
Le Mans;48.0073498;0.1967379;FR;epoch
Limoges;45.8354243;1.2644847;FR;epoch
Lorient;47.7477336;-3.3660907;FR;epoch
Maubeuge;50.27964;3.9674154;FR;epoch
Meaux;48.9582708;2.8773541;FR;epoch
Metz;49.1196964;6.1763552;FR;epoch
Montauban;44.0175835;1.3549991;FR;epoch
Montbeliard;47.5102368;6.7977564;FR;epoch
Montpellier;43.6112422;3.8767337;FR;epoch
Mulhouse;47.7494188;7.3399355;FR;epoch
Nancy;48.6937223;6.1834097;FR;epoch
Nantes;47.2186371;-1.5541362;FR;epoch
Nevers;46.9876601;3.1577203;FR;epoch
Nimes;43.8374249;4.3600687;FR;epoch
Niort;46.3239455;-0.4645212;FR;epoch
Orleans;47.9027336;1.9086066;FR;epoch
Pau;43.2957547;-0.3685668;FR;epoch
Perigueux;45.1909365;0.7184407;FR;epoch
Perpignan;42.6985304;2.8953121;FR;epoch
Poitiers;46.5802596;0.340196;FR;epoch
Quimper;47.9960325;-4.1024782;FR;epoch
Reims;49.2577886;4.031926;FR;epoch
Rennes;48.1113387;-1.6800198;FR;epoch
Roanne;46.0345572;4.0729178;FR;epoch
Rouen;49.4404591;1.0939658;FR;epoch
Saint-Brieuc;48.5141594;-2.7602707;FR;epoch
Saint-Etienne;45.4401467;4.3873058;FR;epoch
Saint-Just-Saint-Rambert;45.5005319;4.2440138;FR;epoch
Saint-Nazaire;45.2566002;5.8490243;FR;epoch
Saint-Quentin;49.8465253;3.2876843;FR;epoch
Sete;43.4014434;3.6959771;FR;epoch
Strasbourg;48.584614;7.7507127;FR;epoch
Tarbes;43.232858;0.0781021;FR;epoch
Thionville;49.3579272;6.1675872;FR;epoch
Toulon;43.1257311;5.9304919;FR;epoch
Toulouse;43.6044622;1.4442469;FR;epoch
Tours;47.3900474;0.6889268;FR;epoch
Troyes;48.2971626;4.0746257;FR;epoch
Valence;44.9332277;4.8920811;FR;epoch
Valenciennes;50.3579317;3.5234846;FR;epoch
Vichy;46.1239268;3.4203712;FR;epoch
Vienne;46.61211655;0.46540701;FR;epoch
astrahan;;;URSS;seed
Baki;;;URSS;seed
bar0ul;;;URSS;seed
Berditchiv;;;URSS;seed
cheljabinsk;;;URSS;seed
Chisi0u;;;URSS;seed
Dniepropetrovsk;;;URSS;seed
Donetsk;;;URSS;seed
ekaterinbrg;;;URSS;seed
Erevan;;;URSS;seed
habarovsk;;;URSS;seed
ivanovo;;;URSS;seed
izhevsk;;;URSS;seed
jaroslavlj;;;URSS;seed
kaliningrad;;;URSS;seed
kazan;;;URSS;seed
Kharkiv;;;URSS;seed
Kherson;;;URSS;seed
Kiiv;;;URSS;seed
krasnodar;;;URSS;seed
kursk;;;URSS;seed
Minsk;;;URSS;seed
Moscou;;;URSS;seed
nnovgorod;;;URSS;seed
novosibirsk;;;URSS;seed
Odesa;;;URSS;seed
omsk;;;URSS;seed
permj;;;URSS;seed
Rga;;;URSS;seed
rostov0don;;;URSS;seed
Saint-Ptersbourg;;;URSS;seed
samara;;;URSS;seed
Tallinn;;;URSS;seed
Tashkent;;;URSS;seed
Tbilisi;;;URSS;seed
tula;;;URSS;seed
uljanovsk;;;URSS;seed
Vilnius;;;URSS;seed
Vitebsk;;;URSS;seed
Almaty;;;URSS;epoch
arhangeljsk;;;URSS;epoch
Ashgabat;;;URSS;epoch
Asta0;;;URSS;epoch
astrahan;;;URSS;epoch
belgorod;;;URSS;epoch
Bishkek;;;URSS;epoch
blagovschsk;;;URSS;epoch
Brest;;;URSS;epoch
brjansk;;;URSS;epoch
cheboksary;;;URSS;epoch
Doushanbe;;;URSS;epoch
dzerdginsk;;;URSS;epoch
elec;;;URSS;epoch
Evpatoria;;;URSS;epoch
Ganca;;;URSS;epoch
Gomel;;;URSS;epoch
Grod0;;;URSS;epoch
groznyj;;;URSS;epoch
irkutsk;;;URSS;epoch
Ismail;;;URSS;epoch
Jelgava;;;URSS;epoch
kaluga;;;URSS;epoch
Karagandy;;;URSS;epoch
Kau0s;;;URSS;epoch
kemerovo;;;URSS;epoch
Kertch;;;URSS;epoch
Khotin;;;URSS;epoch
kirov;;;URSS;epoch
Kirovograd;;;URSS;epoch
kostroma;;;URSS;epoch
Koustaisi;;;URSS;epoch
krasnojarsk;;;URSS;epoch
Krementchouk;;;URSS;epoch
Krivii Rig;;;URSS;epoch
Lebedin;;;URSS;epoch
Liepja;;;URSS;epoch
lipeck;;;URSS;epoch
Lougansk;;;URSS;epoch
Lviv;;;URSS;epoch
magnitgorsk;;;URSS;epoch
mahachkala;;;URSS;epoch
majkop;;;URSS;epoch
Makiivka;;;URSS;epoch
mangan;;;URSS;epoch
Maryoupol;;;URSS;epoch
michurinsk;;;URSS;epoch
Mikolaiv;;;URSS;epoch
Mogileu;;;URSS;epoch
morshansk;;;URSS;epoch
murmansk;;;URSS;epoch
Nizhin;;;URSS;epoch
nizhntagil;;;URSS;epoch
novcherkask;;;URSS;epoch
novokuzneck;;;URSS;epoch
novrossijsk;;;URSS;epoch
Okhtirka;;;URSS;epoch
Oral;;;URSS;epoch
orenburg;;;URSS;epoch
orjol;;;URSS;epoch
orsk;;;URSS;epoch
P_rnu;;;URSS;epoch
penza;;;URSS;epoch
Poltava;;;URSS;epoch
prokopjevsk;;;URSS;epoch
rjazan;;;URSS;epoch
rzhev;;;URSS;epoch
Samarkand;;;URSS;epoch
saratov;;;URSS;epoch
serpuhov;;;URSS;epoch
Sevastopol;;;URSS;epoch
Shymkent;;;URSS;epoch
Simferopol;;;URSS;epoch
smolensk;;;URSS;epoch
Stakhanov/Brianka;;;URSS;epoch
stavropolj;;;URSS;epoch
syzranj;;;URSS;epoch
taganrog;;;URSS;epoch
tambov;;;URSS;epoch
Tartu;;;URSS;epoch
tjumen;;;URSS;epoch
tobolsk;;;URSS;epoch
toljatti;;;URSS;epoch
tomsk;;;URSS;epoch
torzhok;;;URSS;epoch
tver;;;URSS;epoch
ufa;;;URSS;epoch
ulanude;;;URSS;epoch
vladikavkaz;;;URSS;epoch
vladimir;;;URSS;epoch
vladivostok;;;URSS;epoch
vnovgorod;;;URSS;epoch
volgograd;;;URSS;epoch
voljsk;;;URSS;epoch
voronezh;;;URSS;epoch
Zaporizhzha;;;URSS;epoch
Zhitomir;;;URSS;epoch
