"";"city";"country";"type";"name";"lat";"lon"
"627";"Le Mans";"France";"epochSmaller";"Le Mans";"48.0073498";"0.1967379"
"628";"Limoges";"France";"epochSmaller";"Limoges";"45.8354243";"1.2644847"
"629";"Lorient";"France";"epochSmaller";"Lorient";"47.7477336";"-3.3660907"
"630";"Maubeuge";"France";"epochSmaller";"Maubeuge";"50.27964";"3.9674154"
"631";"Meaux";"France";"epochSmaller";"Meaux";"48.9582708";"2.8773541"
"632";"Metz";"France";"epochSmaller";"Metz";"49.1196964";"6.1763552"
"633";"Montauban";"France";"epochSmaller";"Montauban";"44.0175835";"1.3549991"
"635";"Montpellier";"France";"epochSmaller";"Montpellier";"43.6112422";"3.8767337"
"636";"Mulhouse";"France";"epochSmaller";"Mulhouse";"47.7494188";"7.3399355"
"637";"Nancy";"France";"epochSmaller";"Nancy";"48.6937223";"6.1834097"
"638";"Nantes";"France";"epochSmaller";"Nantes";"47.2186371";"-1.5541362"
"639";"Nevers";"France";"epochSmaller";"Nevers";"46.9876601";"3.1577203"
"641";"Niort";"France";"epochSmaller";"Niort";"46.3239455";"-0.4645212"
"643";"Pau";"France";"epochSmaller";"Pau";"43.2957547";"-0.3685668"
"645";"Perpignan";"France";"epochSmaller";"Perpignan";"42.6985304";"2.8953121"
"646";"Poitiers";"France";"epochSmaller";"Poitiers";"46.5802596";"0.340196"
"647";"Quimper";"France";"epochSmaller";"Quimper";"47.9960325";"-4.1024782"
"648";"Reims";"France";"epochSmaller";"Reims";"49.2577886";"4.031926"
"649";"Rennes";"France";"epochSmaller";"Rennes";"48.1113387";"-1.6800198"
"650";"Roanne";"France";"epochSmaller";"Roanne";"46.0345572";"4.0729178"
"651";"Rouen";"France";"epochSmaller";"Rouen";"49.4404591";"1.0939658"
"652";"Saint-Brieuc";"France";"epochSmaller";"Saint-Brieuc";"48.5141594";"-2.7602707"
"654";"Saint-Just-Saint-Rambert";"France";"epochSmaller";"Saint-Just-Saint-Rambert";"45.5005319";"4.2440138"
"655";"Saint-Nazaire";"France";"epochSmaller";"Saint-Nazaire";"45.2566002";"5.8490243"
"656";"Saint-Quentin";"France";"epochSmaller";"Saint-Quentin";"49.8465253";"3.2876843"
"658";"Strasbourg";"France";"epochSmaller";"Strasbourg";"48.584614";"7.7507127"
"659";"Tarbes";"France";"epochSmaller";"Tarbes";"43.232858";"0.0781021"
"660";"Thionville";"France";"epochSmaller";"Thionville";"49.3579272";"6.1675872"
"661";"Toulon";"France";"epochSmaller";"Toulon";"43.1257311";"5.9304919"
"662";"Toulouse";"France";"epochSmaller";"Toulouse";"43.6044622";"1.4442469"
"663";"Tours";"France";"epochSmaller";"Tours";"47.3900474";"0.6889268"
"664";"Troyes";"France";"epochSmaller";"Troyes";"48.2971626";"4.0746257"
"665";"Valence";"France";"epochSmaller";"Valence";"44.9332277";"4.8920811"
"666";"Valenciennes";"France";"epochSmaller";"Valenciennes";"50.3579317";"3.5234846"
"667";"Vichy";"France";"epochSmaller";"Vichy";"46.1239268";"3.4203712"
"668";"Vienne";"France";"epochSmaller";"Vienne";"46.61211655";"0.46540701"
"420";"Akita";"Japan";"epochSmaller";"Akita";"39.6898802";"140.342608"
"421";"Aomori";"Japan";"epochSmaller";"Aomori";"40.886943";"140.590121"
"424";"Fukui";"Japan";"epochSmaller";"Fukui";"35.9263502";"136.6068127"
"426";"Gifu";"Japan";"epochSmaller";"Gifu";"35.7867449";"137.0460777"
"428";"Hakodate";"Japan";"epochSmaller";"Hakodate";"41.768793";"140.729008"
"430";"Himeji";"Japan";"epochSmaller";"Himeji";"34.8153529";"134.6854793"
"431";"Kagoshima";"Japan";"epochSmaller";"Kagoshima";"31.521587";"130.5474077"
"432";"Kanazawa";"Japan";"epochSmaller";"Kanazawa";"36.561627";"136.6568822"
"435";"Kochi";"Japan";"epochSmaller";"Kochi";"33.6569018";"133.5606241"
"436";"Kumamoto";"Japan";"epochSmaller";"Kumamoto";"32.6450475";"130.6341345"
"438";"Maebashi";"Japan";"epochSmaller";"Maebashi";"36.3893418";"139.0632826"
"440";"Matsuyama";"Japan";"epochSmaller";"Matsuyama";"33.8395188";"132.7653521"
"442";"Nagano";"Japan";"epochSmaller";"Nagano";"36.1143945";"138.0319015"
"443";"Niigata";"Japan";"epochSmaller";"Niigata";"37.6452283";"138.7669125"
"444";"Okayama";"Japan";"epochSmaller";"Okayama";"34.8581334";"133.7759256"
"448";"Sasebo";"Japan";"epochSmaller";"Sasebo";"33.1799965";"129.7152872"
"449";"Shizuoka";"Japan";"epochSmaller";"Shizuoka";"34.9332488";"138.0955398"
"450";"Takamatsu";"Japan";"epochSmaller";"Takamatsu";"34.3425592";"134.0465338"
"451";"Tokushima";"Japan";"epochSmaller";"Tokushima";"33.9196418";"134.2509634"
"452";"Toyama";"Japan";"epochSmaller";"Toyama";"36.6957569";"137.2136215"
"455";"Utsunomiya";"Japan";"epochSmaller";"Utsunomiya";"36.5549677";"139.8828776"
"456";"Wakayama";"Japan";"epochSmaller";"Wakayama";"33.8070292";"135.5930743"
"465";"Akron";"USA";"epochSmaller";"Akron";"41.083064";"-81.518485"
"472";"Atlanta";"USA";"epochSmaller";"Atlanta";"33.7490987";"-84.3901849"
"476";"Baltimore";"USA";"epochSmaller";"Baltimore";"39.2847494";"-76.62047464"
"353";"Birmingham";"USA";"epochSmaller";"Birmingham";"52.51213812";"-1.965490369"
"479";"Boston";"USA";"epochSmaller";"Boston";"42.3602534";"-71.0582912"
"481";"Buffalo";"USA";"epochSmaller";"Buffalo";"42.8867166";"-78.8783922"
"485";"Cincinnati";"USA";"epochSmaller";"Cincinnati";"39.1014537";"-84.5124602"
"486";"Cleveland";"USA";"epochSmaller";"Cleveland";"41.5051613";"-81.6934446"
"488";"Columbus";"USA";"epochSmaller";"Columbus";"39.9622601";"-83.0007065"
"490";"Dallas";"USA";"epochSmaller";"Dallas";"32.7762719";"-96.7968559"
"492";"Denver";"USA";"epochSmaller";"Denver";"39.7392364";"-104.9848623"
"493";"Des Moines";"USA";"epochSmaller";"Des Moines";"41.5910641";"-93.6037149"
"499";"Fort Wayne";"USA";"epochSmaller";"Fort Wayne";"41.0799898";"-85.1386015"
"500";"Fort Worth";"USA";"epochSmaller";"Fort Worth";"32.753177";"-97.3327459"
"503";"Grand Rapids";"USA";"epochSmaller";"Grand Rapids";"42.9632405";"-85.6678639"
"505";"Honolulu";"USA";"epochSmaller";"Honolulu";"21.304547";"-157.8556764"
"506";"Indianapolis";"USA";"epochSmaller";"Indianapolis";"39.7683331";"-86.1583502"
"508";"Jacksonville";"USA";"epochSmaller";"Jacksonville";"30.3321838";"-81.655651"
"509";"Jersey City";"USA";"epochSmaller";"Jersey City";"40.7281575";"-74.0776417"
"510";"Kansas City";"USA";"epochSmaller";"Kansas City";"39.100105";"-94.5781416"
"514";"Lincoln";"USA";"epochSmaller";"Lincoln";"40.8";"-96.667821"
"516";"Louisville";"USA";"epochSmaller";"Louisville";"38.2542376";"-85.759407"
"520";"Memphis";"USA";"epochSmaller";"Memphis";"35.1490215";"-90.0516285"
"522";"Milwaukee";"USA";"epochSmaller";"Milwaukee";"43.0349931";"-87.922497"
"523";"Minneapolis";"USA";"epochSmaller";"Minneapolis";"44.9706705";"-93.26821774"
"524";"Mobile";"USA";"epochSmaller";"Mobile";"30.6943566";"-88.0430541"
"526";"Nashville-Davidson";"USA";"epochSmaller";"Nashville-Davidson";"36.1622296";"-86.7743531"
"528";"New Orleans";"USA";"epochSmaller";"New Orleans";"29.9499323";"-90.0701156"
"529";"Newark";"USA";"epochSmaller";"Newark";"40.735657";"-74.1723667"
"530";"Norfolk";"USA";"epochSmaller";"Norfolk";"36.8889933";"-76.2481624"
"531";"Oakland";"USA";"epochSmaller";"Oakland";"37.8044557";"-122.2713563"
"533";"Omaha";"USA";"epochSmaller";"Omaha";"41.2587459";"-95.9383758"
