<<<<<<< HEAD
,Halifax,,Ecija,,Ferrara,,Cordoba,,Luton,,Matsuyama,,Cincinnati,,Bourg-en-Bresse,kursk,Ismail
,Hamilton,,El Puerto de Santa Maria,,Foggia,,Cuernavaca,,Middlesbrough,,Muroran,,Cleveland,,Bourges,Minsk,Jelgava
,Hull,,Elche,,Forli,,Culiacan,,Newcastle-upon-Tyne,,Nagano,,Colorado Springs,,Bourgoin-Jallieu,Moscou,kaluga
,Joliette,,Estrada,,Gela,,Delicias,,North Tyneside,,Niigata,,Columbus,,Brest,nnovgorod,Karagandy
,Kamloops,,Ferrol,,Giuliano in Campania,,Durango,,Norwich,,Okayama,,Corpus Christi,,Brive-la-Gaillarde,novosibirsk,Kau0s
,Kelowna,,Gijon,,Imola,,El Oro de Hidalgo,,Nottingham,,Omuta,,Dallas,,Caen,Odesa,kemerovo
,Kingston,,Girona,,La Spezia,,Ensenada,,Oldbury and Smethwick,,Sagamihara,,Dayton,,Calais,omsk,Kertch
,Kitchener,,Granada,,Laquila,,Fresnillo,,Plymouth,,Sakai,,Denver,,Chalons-en-Champagne,permj,Khotin
,Lachine,,Huelva,,Latina,,Guanajuato,,Poole,,Sasebo,,Des Moines,,Chalon-sur-SaÙne,Rga,kirov
,Laval,,Iruna,,Lecce,,Hermosillo,,Portsmouth,,Shizuoka,,El Paso,,Chambery,rostov0don,Kirovograd
,Lethbridge,,Jaen,,Livorno,,Heroica Matamoros,,Preston,,Takamatsu,,Elizabeth,,Charleville-Mezieres,Saint-Ptersbourg,kostroma
,Levis,,Jerez de la Frontera,,Lucca,,Heroica Nogales,,Rhondda,,Tokushima,,Erie,,Chartres,samara,Koustaisi
,London,,La Linea de la Concepcion,,Mantova,,Heroica Zamora,,Rotherham,,Toyama,,Evansville,,Cherbourg-Octeville,Tallinn,krasnojarsk
,Longueuil,,La Union,,Marsala,,Heroica Zitacuaro,,Sandwell,,Toyohashi,,Flint,,Clermont-Ferrand,Tashkent,Krementchouk
,Mississauga,,Langreo,,Messina,,Hidalgo del Parral,,Sefton,,Tsu,,Fort Wayne,,Cluses,Tbilisi,Krivii Rig
,Moncton,,Leon,,Modena,,Huamantla,,South Shields,,Utsunomiya,,Fort Worth,,Colmar,tula,Lebedin
,Moose Jaw,,Linares,,Modica,,Iguala de la Independencia,,Southampton,,Wakayama,,Fresno,,Compiegne,uljanovsk,Liepja
,Nanaimo,,Linea de la Concepcion,,Monza,,Irapuato,,Southend-on-Sea,,Yokkaichi,,Gary,,Creil,Vilnius,lipeck
,New Glasgow,,Lleida,,Novara,,Jalapa,,Stoke-on-Trent,,,,Grand Rapids,,Dijon,Vitebsk,Lougansk
,New Westminster,,Logrono,,Padova,,Jiquilpan de Jimenez,,Sunderland,,,,Greensboro,,Douai - Lens,,Lviv
,Niagara Falls,,Lorca,,Parma,,La Paz,,Swansea,,,,Honolulu,,Draguignan,,magnitgorsk
,North York,,Luarca,,Pavia,,La Piedad - Penjamo,,Wakefield,,,,Indianapolis,,Dunkerque,,mahachkala
,Oakville,,Lugo,,Perugia,,La Piedad Cavadas,,Walsall,,,,Irvine,,Epinal,,majkop
,Oshawa,,Manresa,,Pesaro,,Linares,,Wirral,,,,Jacksonville,,Forbach,,Makiivka
,Outremont,,Mataro,,Pescara,,Los Mochis,,Wolverhampton,,,,Jersey City,,Frejus,,mangan
,Peterborough,,Melilla,,Piacenza,,Matehuala,,,,,,Kansas City,,Grenoble,,Maryoupol
,Prince George,,Mieres,,Pisa,,Mazatlan,,,,,,Knoxville,,La Rochelle,,michurinsk
,Regina,,Orihuela,,Pistoia,,Merida,,,,,,Las Vegas,,La Teste-de-Buch - Arcachon,,Mikolaiv
,Richmond,,Ourense,,Prato,,Mexicali,,,,,,Lexington-Fayette,,Laval,,Mogileu
,Saanich,,Oviedo,,Ravenna,,Minatitlan,,,,,,Lincoln,,Le Havre,,morshansk
,Saguenay,,Palencia,,Reggio di Calabria,,Monclova,,,,,,Long Beach,,Le Mans,,murmansk
,Saint Boniface,,Palma de Mallorca,,Reggio nellEmilia,,Morelia,,,,,,Louisville,,Limoges,,Nizhin
,Saint Catharines,,Palmas de Gran Canaria,,Rimini,,Nueva Rosita,,,,,,Lowell,,Lorient,,nizhntagil
,Saint John,,Pamplona,,Salerno,,Nuevo Laredo,,,,,,Lubbock,,Maubeuge,,novcherkask
,Saint Johns,,Pontevedra,,Sassari,,Oaxaca,,,,,,Madison,,Meaux,,novokuzneck
,Saint-Hubert,,Reus,,Sesto San Giovanni,,Ocotlan,,,,,,Memphis,,Metz,,novrossijsk
,Saint-Hyacinthe,,Ronda,,Siena,,Orizaba,,,,,,Miami,,Montauban,,Okhtirka
,Saint-Jerome,,Roquetas de Mar,,Siracusa,,Pachuca,,,,,,Milwaukee,,Montbeliard,,Oral
,Saint-Thomas,,Sabadell,,Taranto,,Papantla de Olarte,,,,,,Minneapolis,,Montpellier,,orenburg
,Sarnia,,Salamanca,,Terni,,Piedras Negras,,,,,,Mobile,,Mulhouse,,orjol
,Saskatoon,,San Cristobal de la Laguna,,Torre Annunziata,,Poza Rica,,,,,,Montgomery,,Nancy,,orsk
,Sault Sainte Marie,,San Fernando,,Torre del Greco,,Puruandiro,,,,,,Nashville-Davidson,,Nantes,,P_rnu
,Scarborough,,Sanlucar de Barrameda,,Trapani,,Queretaro,,,,,,New Haven,,Nevers,,penza
,Sherbrooke,,Santa Cruz de Tenerife,,Trento,,Reynosa,,,,,,New Orleans,,Nimes,,Poltava
,Sorel,,Santander,,Trieste,,Rioverde,,,,,,Newark,,Niort,,prokopjevsk
,St. Johns,,Santiago de Compostela,,Udine,,Rosario,,,,,,Norfolk,,Orleans,,rjazan
,Stratford,,Talavera de la Reina,,Venezia,,Salamanca,,,,,,Oakland,,Pau,,rzhev
,Sudbury,,Tarragona,,Verona,,Saltillo,,,,,,Oklahoma City,,Perigueux,,Samarkand
,Swift Current,,Telde,,Vicenza,,San Cristobal de las Casas,,,,,,Omaha,,Perpignan,,saratov
,Sydney,,Terrassa,,Vigevano,,San Francisco del Rincon,,,,,,Paterson,,Poitiers,,serpuhov
,Thetford Mines,,Tineo,,,,San Luis Potosi,,,,,,Peoria,,Quimper,,Sevastopol
,Thunder Bay,,Toledo,,,,San Miguel de Allende,,,,,,Phoenix,,Reims,,Shymkent
,Timmins,,Tortosa,,,,Silao,,,,,,Pittsburgh,,Rennes,,Simferopol
,Trois-Rivieres,,Utrera,,,,Tampico,,,,,,Plano,,Roanne,,smolensk
,Verdun,,Valdes,,,,Tapachula,,,,,,Portland,,Rouen,,Stakhanov/Brianka
,Victoria,,Valladolid,,,,Tehuacan,,,,,,Providence,,Saint-Brieuc,,stavropolj
,Waterloo,,Velez-Malaga,,,,Tehuantepec - Salina Cruz,,,,,,Richmond,,Saint-Etienne,,syzranj
,Westmount,,Vigo,,,,Tepic,,,,,,Rochester,,Saint-Just-Saint-Rambert,,taganrog
,Windsor,,Vitoria-Gasteiz,,,,Teziutlan,,,,,,Rockford,,Saint-Nazaire,,tambov
,Yarmouth,,Yecla,,,,Tijuana,,,,,,Sacramento,,Saint-Quentin,,Tartu
,,,Zamora,,,,Tlaxcala - Apizaco,,,,,,Saint Paul,,Sete,,tjumen
,,,,,,,Toluca,,,,,,Saint Petersburg,,Strasbourg,,tobolsk
,,,,,,,Tuxpam,,,,,,Salt Lake City,,Tarbes,,toljatti
,,,,,,,Tuxtla Gutierrez,,,,,,San Antonio,,Thionville,,tomsk
,,,,,,,Uruapan,,,,,,San Diego,,Toulon,,torzhok
,,,,,,,Valle de Santiago,,,,,,San Francisco,,Toulouse,,tver
,,,,,,,Veracruz,,,,,,San Jose,,Tours,,ufa
,,,,,,,Villahermosa,,,,,,Santa Ana,,Troyes,,ulanude
,,,,,,,Xalapa,,,,,,Savannah,,Valence,,vladikavkaz
,,,,,,,Zacatecas - Guadalupe,,,,,,Seattle,,Valenciennes,,vladimir
,,,,,,,Zapotlanejo,,,,,,Shreveport,,Vichy,,vladivostok
,,,,,,,,,,,,,South Bend,,Vienne,,vnovgorod
,,,,,,,,,,,,,Spokane,,,,volgograd
,,,,,,,,,,,,,Springfield,,,,voljsk
,,,,,,,,,,,,,Syracuse,,,,voronezh
,,,,,,,,,,,,,Tacoma,,,,Zaporizhzha
,,,,,,,,,,,,,Tampa,,,,Zhitomir
,,,,,,,,,,,,,Toledo,,,,
,,,,,,,,,,,,,Tucson,,,,
,,,,,,,,,,,,,Tulsa,,,,
,,,,,,,,,,,,,Virginia Beach,,,,
,,,,,,,,,,,,,Washington,,,,
,,,,,,,,,,,,,Wichita,,,,
,,,,,,,,,,,,,Worcester,,,,
,,,,,,,,,,,,,Yonkers,,,,
,,,,,,,,,,,,,Youngstown,,,,
=======
CanadaSeed,CanadaEpoch,SpainSeed,SpainEpoch,ItalySeed,ItalylEpoch,MexicoSeed,MexicoEpoch,UKSeed,UKEpoch,JapanSeed,JapanSeed,USASeed,USAEpoch,FranceSeed,FranceEpoch
Edmonton,Ajax,Madrid,Albacete,Roma,Alessandria,Valle de Mexico,Acambaro,Belfast,Aberdeen,Tokyo,Akita,New York,Akron,Paris,Agen
Montreal,Belleville,Barcelona,Alcoi,Napoli,Ancona,Guadalajara,Acapulco,Birmingham,Barnsley,Osaka,Aomori,Chicago,Albany,Marseille,Ajaccio
Ottawa,Brampton,Valencia,Algeciras,Milano,Andria,Monterrey,Acayucan,Bradford,Bath,Nagoya,Asahikawa,Los Angeles,Albuquerque,Lille,Albi
Quebec,Brandon,Sevilla,Alicante,Torino,Arezzo,Puebla-Tlaxcala,Aguascalientes,Bristol,Birkenhead,Yokohama,Chiba,Philadelphia,Allentown,Lyon,Ales
Toronto,Brantford,Zaragoza,Almeria,Genova,Bari,Juarez,Ahome,Edinburgh,Blackburn,Sapporo,Fukui,Detroit,Anaheim,Nice,Amiens
Vancouver,Burlington,Malaga,Antequera,Palermo,Bergamo,Torreon - Gomez Palacio,Ameca,Glasgow,Brighton,Kobe,Funabashi,Houston,Anchorage,Bordeaux,Angers
Winnipeg,Burnaby,Bilbao,Aviles,Firenze,Bolzano,Leon,Amecameca,Leeds,Calderdale,Hiroshima,Gifu,Saint Louis,Arlington,,Angouleme
,Calgary,Murcia,Badajoz,Bologna,Brescia,,Apatzingan,Liverpool,Cardiff,Fukuoka,Hachioji,,Atlanta,,Annemasse
,Cap-de-la-Madeleine,,Barakaldo,,Cagliari,,Campeche,London,Coventry,Kyoto,Hakodate,,Aurora,,Armentieres
,Cape Breton,,Burgos,,Caltanissetta,,Cananea,Manchester,Darlington,Kitakyushu,Hamamatsu,,Austin,,Arras
,Charlottetown,,Caceres,,Capannori,,Celaya,Sheffield,Derby,Sendai,Himeji,,Bakersfield,,Avignon
,Chatham,,Cadiz,,Caserta,,Centro,,Doncaster,Nagasaki,Kagoshima,,Baltimore,,Bastia
,Chilliwack,,Cartagena,,Castellammare di Stabia,,Chihuahua,,Dudley,,Kanazawa,,Baton Rouge,,Bayonne
,Drummondville,,Castello de la Plana,,Catania,,Ciudad Guzman,,Dundee,,Kawaguchi,,Birmingham,,Beauvais
,East York,,Ceuta,,Catanzaro,,Ciudad Madero,,Halifax,,Kawasaki,,Boston,,Belfort
,Etobicoke,,Chamartin de la Rosa,,Cesena,,Ciudad Obregon,,Hartlepool,,Kochi,,Bridgeport,,Besancon
,Fredericton,,Ciudad Real,,Cinisello Balsamo,,Ciudad Valles,,Huddersfield,,Kumamoto,,Buffalo,,Bethune
,Galt,,Cordoba,,Cosenza,,Ciudad Victoria,,Hull,,Kurashiki,,Chandler,,Beziers
,Glace Bay,,Coruna,,Cremona,,Coatzacoalcos,,Knowsley,,Maebashi,,Charlotte,,Blois
,Guelph,,Donostia-San Sebastian,,Faenza,,Colima - Villa de Alvarez,,Leicester,,Matsudo,,Chattanooga,,Boulogne-sur-Mer
,Halifax,,Ecija,,Ferrara,,Cordoba,,Luton,,Matsuyama,,Cincinnati,,Bourg-en-Bresse
,Hamilton,,El Puerto de Santa Maria,,Foggia,,Cuernavaca,,Middlesbrough,,Muroran,,Cleveland,,Bourges
,Hull,,Elche,,Forli,,Culiacan,,Newcastle-upon-Tyne,,Nagano,,Colorado Springs,,Bourgoin-Jallieu
,Joliette,,Estrada,,Gela,,Delicias,,North Tyneside,,Niigata,,Columbus,,Brest
,Kamloops,,Ferrol,,Giuliano in Campania,,Durango,,Norwich,,Okayama,,Corpus Christi,,Brive-la-Gaillarde
,Kelowna,,Gijon,,Imola,,El Oro de Hidalgo,,Nottingham,,Omuta,,Dallas,,Caen
,Kingston,,Girona,,La Spezia,,Ensenada,,Oldbury and Smethwick,,Sagamihara,,Dayton,,Calais
,Kitchener,,Granada,,Laquila,,Fresnillo,,Plymouth,,Sakai,,Denver,,Chalons-en-Champagne
,Lachine,,Huelva,,Latina,,Guanajuato,,Poole,,Sasebo,,Des Moines,,Chalon-sur-SaÙne
,Laval,,Iruna,,Lecce,,Hermosillo,,Portsmouth,,Shizuoka,,El Paso,,Chambery
,Lethbridge,,Jaen,,Livorno,,Heroica Matamoros,,Preston,,Takamatsu,,Elizabeth,,Charleville-Mezieres
,Levis,,Jerez de la Frontera,,Lucca,,Heroica Nogales,,Rhondda,,Tokushima,,Erie,,Chartres
,London,,La Linea de la Concepcion,,Mantova,,Heroica Zamora,,Rotherham,,Toyama,,Evansville,,Cherbourg-Octeville
,Longueuil,,La Union,,Marsala,,Heroica Zitacuaro,,Sandwell,,Toyohashi,,Flint,,Clermont-Ferrand
,Mississauga,,Langreo,,Messina,,Hidalgo del Parral,,Sefton,,Tsu,,Fort Wayne,,Cluses
,Moncton,,Leon,,Modena,,Huamantla,,South Shields,,Utsunomiya,,Fort Worth,,Colmar
,Moose Jaw,,Linares,,Modica,,Iguala de la Independencia,,Southampton,,Wakayama,,Fresno,,Compiegne
,Nanaimo,,Linea de la Concepcion,,Monza,,Irapuato,,Southend-on-Sea,,Yokkaichi,,Gary,,Creil
,New Glasgow,,Lleida,,Novara,,Jalapa,,Stoke-on-Trent,,,,Grand Rapids,,Dijon
,New Westminster,,Logrono,,Padova,,Jiquilpan de Jimenez,,Sunderland,,,,Greensboro,,Douai - Lens
,Niagara Falls,,Lorca,,Parma,,La Paz,,Swansea,,,,Honolulu,,Draguignan
,North York,,Luarca,,Pavia,,La Piedad - Penjamo,,Wakefield,,,,Indianapolis,,Dunkerque
,Oakville,,Lugo,,Perugia,,La Piedad Cavadas,,Walsall,,,,Irvine,,Epinal
,Oshawa,,Manresa,,Pesaro,,Linares,,Wirral,,,,Jacksonville,,Forbach
,Outremont,,Mataro,,Pescara,,Los Mochis,,Wolverhampton,,,,Jersey City,,Frejus
,Peterborough,,Melilla,,Piacenza,,Matehuala,,,,,,Kansas City,,Grenoble
,Prince George,,Mieres,,Pisa,,Mazatlan,,,,,,Knoxville,,La Rochelle
,Regina,,Orihuela,,Pistoia,,Merida,,,,,,Las Vegas,,La Teste-de-Buch - Arcachon
,Richmond,,Ourense,,Prato,,Mexicali,,,,,,Lexington-Fayette,,Laval
,Saanich,,Oviedo,,Ravenna,,Minatitlan,,,,,,Lincoln,,Le Havre
,Saguenay,,Palencia,,Reggio di Calabria,,Monclova,,,,,,Long Beach,,Le Mans
,Saint Boniface,,Palma de Mallorca,,Reggio nellEmilia,,Morelia,,,,,,Louisville,,Limoges
,Saint Catharines,,Palmas de Gran Canaria,,Rimini,,Nueva Rosita,,,,,,Lowell,,Lorient
,Saint John,,Pamplona,,Salerno,,Nuevo Laredo,,,,,,Lubbock,,Maubeuge
,Saint Johns,,Pontevedra,,Sassari,,Oaxaca,,,,,,Madison,,Meaux
,Saint-Hubert,,Reus,,Sesto San Giovanni,,Ocotlan,,,,,,Memphis,,Metz
,Saint-Hyacinthe,,Ronda,,Siena,,Orizaba,,,,,,Miami,,Montauban
,Saint-Jerome,,Roquetas de Mar,,Siracusa,,Pachuca,,,,,,Milwaukee,,Montbeliard
,Saint-Thomas,,Sabadell,,Taranto,,Papantla de Olarte,,,,,,Minneapolis,,Montpellier
,Sarnia,,Salamanca,,Terni,,Piedras Negras,,,,,,Mobile,,Mulhouse
,Saskatoon,,San Cristobal de la Laguna,,Torre Annunziata,,Poza Rica,,,,,,Montgomery,,Nancy
,Sault Sainte Marie,,San Fernando,,Torre del Greco,,Puruandiro,,,,,,Nashville-Davidson,,Nantes
,Scarborough,,Sanlucar de Barrameda,,Trapani,,Queretaro,,,,,,New Haven,,Nevers
,Sherbrooke,,Santa Cruz de Tenerife,,Trento,,Reynosa,,,,,,New Orleans,,Nimes
,Sorel,,Santander,,Trieste,,Rioverde,,,,,,Newark,,Niort
,St. Johns,,Santiago de Compostela,,Udine,,Rosario,,,,,,Norfolk,,Orleans
,Stratford,,Talavera de la Reina,,Venezia,,Salamanca,,,,,,Oakland,,Pau
,Sudbury,,Tarragona,,Verona,,Saltillo,,,,,,Oklahoma City,,Perigueux
,Swift Current,,Telde,,Vicenza,,San Cristobal de las Casas,,,,,,Omaha,,Perpignan
,Sydney,,Terrassa,,Vigevano,,San Francisco del Rincon,,,,,,Paterson,,Poitiers
,Thetford Mines,,Tineo,,,,San Luis Potosi,,,,,,Peoria,,Quimper
,Thunder Bay,,Toledo,,,,San Miguel de Allende,,,,,,Phoenix,,Reims
,Timmins,,Tortosa,,,,Silao,,,,,,Pittsburgh,,Rennes
,Trois-Rivieres,,Utrera,,,,Tampico,,,,,,Plano,,Roanne
,Verdun,,Valdes,,,,Tapachula,,,,,,Portland,,Rouen
,Victoria,,Valladolid,,,,Tehuacan,,,,,,Providence,,Saint-Brieuc
,Waterloo,,Velez-Malaga,,,,Tehuantepec - Salina Cruz,,,,,,Richmond,,Saint-Etienne
,Westmount,,Vigo,,,,Tepic,,,,,,Rochester,,Saint-Just-Saint-Rambert
,Windsor,,Vitoria-Gasteiz,,,,Teziutlan,,,,,,Rockford,,Saint-Nazaire
,Yarmouth,,Yecla,,,,Tijuana,,,,,,Sacramento,,Saint-Quentin
,,,Zamora,,,,Tlaxcala - Apizaco,,,,,,Saint Paul,,Sete
,,,,,,,Toluca,,,,,,Saint Petersburg,,Strasbourg
,,,,,,,Tuxpam,,,,,,Salt Lake City,,Tarbes
,,,,,,,Tuxtla Gutierrez,,,,,,San Antonio,,Thionville
,,,,,,,Uruapan,,,,,,San Diego,,Toulon
,,,,,,,Valle de Santiago,,,,,,San Francisco,,Toulouse
,,,,,,,Veracruz,,,,,,San Jose,,Tours
,,,,,,,Villahermosa,,,,,,Santa Ana,,Troyes
,,,,,,,Xalapa,,,,,,Savannah,,Valence
,,,,,,,Zacatecas - Guadalupe,,,,,,Seattle,,Valenciennes
,,,,,,,Zapotlanejo,,,,,,Shreveport,,Vichy
,,,,,,,,,,,,,South Bend,,Vienne
,,,,,,,,,,,,,Spokane,,
,,,,,,,,,,,,,Springfield,,
,,,,,,,,,,,,,Syracuse,,
,,,,,,,,,,,,,Tacoma,,
,,,,,,,,,,,,,Tampa,,
,,,,,,,,,,,,,Toledo,,
,,,,,,,,,,,,,Tucson,,
,,,,,,,,,,,,,Tulsa,,
,,,,,,,,,,,,,Virginia Beach,,
,,,,,,,,,,,,,Washington,,
,,,,,,,,,,,,,Wichita,,
,,,,,,,,,,,,,Worcester,,
,,,,,,,,,,,,,Yonkers,,
,,,,,,,,,,,,,Youngstown,,
>>>>>>> master
